id,name,address,latitude,longitude,type,type_number,telephone,theme,has_parkinglot,parkinglot_count,homepage,description
222,Stone Buddha At Yongmunsa Temple In Namhae,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Tangible Cultural Heritage,Tangible Cultural Heritage No. 138,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"An early Goryeo work from the Silla Dynasty enshrined in Yonghwajeon.This seated stone bodhisattva is said to have been excavated from the courtyard during the Jeonghwabulsa Temple inside Yongmunsa Temple, about 30 years after the end of the Imjin War. Considering the fact that Yeongnakbicheon was worn in storage, it can be said that it is a work of Namal Yeocho (ÔþØÇÕòôø) reflecting the style of the late Silla Dynasty. A benevolent, gentle, and dignified stone seated statue, the seat height is 82 cm, the shoulder width is 38 cm, and the knee width is 66 cm. The material is granite. Although this stone bodhisattva statue was painted with white ash, the original appearance was greatly damaged, but the square-shaped cross is full, the eyes and mouth are small and the nose is large, so it looks somewhat formalized, but it is quite complete. Well expressed. The long upper body, wide knees, etc. have a rich sense of volume and elasticity, so it can be seen that the bodhisattva image is quite high. Two strands of cloth draped over both shoulders and wrapped around the arms, and the pleated pattern is neat and natural, harmonizing with the characteristics of the Buddha. His left hand was on his stomach and his right hand was on his chest, apparently holding a lotus branch in his hand."
223,Namhaehyanggyo,"51-1 Mangun-ro 10beon-gil, Namhae-eup, Namhae-gun, Gyeongsangnam-do",34.8433502,127.8928316,Tangible Cultural Heritage,Tangible Cultural Heritage No. 222,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship Alone",Y,,,"A local educational institution established by the state that enshrined the mortuary tablet of Seonghyeon.Hyanggyo is an educational institution established by the state to provide local education by enshrining the tablets of Oseongwi, Songjo 2hyeon, and Dongguk 18hyeon in the center. It was built in 1450 at the site of Pogyodang in Mt. Bonggang during the reign of King Hain as Namhae-hyeonryeong. After being destroyed by fire during the Japanese Invasion of Korea, the Daeseongjeon Hall was rebuilt in 1669 (the 10th year of King Hyeonjong's reign). Then, in 1892 (29th year of King Gojong), the east and west Yangmu and Naesammun including the Daeseongjeon were moved to the present location, and in 1917, all other buildings including the Daeseongjeon were moved and erected. Oesammun, the entrance to the gentle slope, Dongjae and Seojae, the residences of Confucian scholars, and Myeongnyundang, where they study, are located on a relatively low site. posterior) is arranged. The layout of the building is typical, but the fact that it is built with a fence on the south side of the study is a unique feature that cannot be seen in other hyanggyo."
224,"Namhae Jangryang-Sang, Virgin Majesty","169-9 Seonso-ri, Namhae-eup, Namhae-gun, Gyeongsangnam-do",34.8485134,127.9124644,Tangible Cultural Heritage,Tangible Cultural Heritage No. 27,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, kids, Lover, Female friendship, Male friendship Alone",Y,,,"Ming Dynasty general, Zhang Liangsang, left behind on the coast of Seonso.It is located on the right side of the beach in Seonso Village, and it is named after Jangryangsang, a general of the Ming Dynasty, who conquered the east and engraved inscriptions on the rock. The shape of the rain was engraved by flattening the upper surface of a large natural stone into a rectangle. Around the rectangular border, the arabesque vine pattern was beautifully sculpted. The inscription reads that Yeo-song Lee and Jin-rin came to the southern sea of Joseon as a supporter and defeated the Japanese. This writing was engraved in the 32nd year of King Seonjo (1599), the year following the Battle of Noryang. It has a valuable value in that it is the mother of the Ming dynasty longevity. It is said that this monument was included in the list of 'Memorials for the Defeat of the Japanese to be Destroyed' prepared by the Japanese Government-General of Korea during the Japanese colonial period."
225,List Of Southern Travel Munsa,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 151,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"A place to pray for the rest of the afterlife where Jizo Bodhisattva is enshrined as the main Buddha.Myungbujeon is also called Jijangjeon or Siwangjeon. It is called this because the Jizo Bodhisattva, a symbol of great power, is enshrined in the center, and the kings of the list are enshrined on the left and right. The structure is a wooden building with a gable roof, 3 kans in the front and 2 kans in the side, and it is the main simpo building. Jizo Bodhisattva is the one who rescues all sentient beings from heaven to hell from the time Buddha Sakyamuni died until the appearance of Maitreya. For this reason, the Bodhisattva statue is enshrined in the Myungbu. Therefore, Myungbu is a place to pray for the wishes of the afterlife and for the well-being of the deceased. There is a legend that Yongmunsa Temple Myungbu was built during the reconstruction of Yongmunsa Temple, but the exact date is unknown. It is recorded that it was founded by Seol-woong in the early days of the founding period. Inside the building, with Jizo Bodhisattva as the center, the Shiwang (ä¨èÝ) is enshrined on the left and right. Jizo Bodhisattva plays the role of edifying all humans, and Shiwang is the judge of the hell realm."
226,Namhae Ungoksa Temple,"550-20 Hwabang-ro, Seo-myeon, Namhae-gun, Gyeongsangnam-do",34.8737653,127.8422999,Cultural Heritage Material,Cultural Heritage Material No. 41,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"The shrine of Jeong Hee-bo, who devoted his life to nurturing juniors.Ungoksa Temple (ê£ÍÛÞæ) is the brother-in-law that enshrines the third son, Danggok (ÓÐÍÛ), Jeong Heebo (ï÷ýñÜÐ). Born in 1488 (the 19th year of King Seongjong) in Choyang-ri, Idong-myeon, Namhae-gun, he died at the age of 60 in the second year of King Myeongjong (1547). In 1505, when he was 18 years old, he moved to Danggok, Sugok-ri, Hamyang-gun to learn science. He married the Naju Park family and settled in Hamyang. As each of the three sons who pioneered the study of Jeongjuhak by deeply studying Jeongju-hak, Danggok recommended to appear in the court at the time, but he refused and devoted his life to guiding his younger students. Among his students, there are many scholars such as Okgye Nojin, Gujol Yanghoe, Gaeam Kangik, Cheongnyeonhui Baek, Maeam Jojo, Namgye Im Heemu, etc. Ungoksa Temple was built in the 4th year of King Cheoljong (1853), but was temporarily demolished due to the abolition of seowon and Hyangsa in Daewon-gun, and then rebuilt by the Yurims of Namhae-gun in the 11th year of King Gojong (1874). On a site of about 330 pyeong, Sau has three kan in the front and two kan on the side, and has a wooden wagawa, inner three gates and outer three gates. Seokchae-rye is held on March 15th of the lunar calendar every year."
227,Namhae Mangunam Stone Seated Bodhisattva,"708 Namseo-daero 2240beon-gil, Namhae-eup, Namhae-gun, Gyeongsangnam-do",34.8515632,127.8580349,Cultural Heritage Material,Cultural Heritage Material No. 333,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Male friendship, Alone",Y,,,"A work with the characteristics of Buddhist statues in Gyeongnam region since the 18th century.Namhae Mangunam Stone Seated Bodhisattva Seated Bodhisattva is currently enshrined in good condition with plating in the hall of Gwaneumjeon Hall of Mangunsa Temple. Mangunam is an ancient Goryeo temple that has been rebuilt and rebuilt several times. There is no exact record of this seated Gwaneum enshrined here, but according to the oral traditions of local goro people who frequented Mangunam around the time after the liberation of August 15th, it is said that in the old days, it was said that he was a Buddha with high spiritual powers made of Gyeongju jade stone. Wearing a sash on the head, placing both hands side by side on both knees, the right foot is a bodhisattva statue in a half-crossed seat exposed to the outside of the army. It is a small and medium-sized Buddha statue with a total height of 41.2cm, and it remains in good condition without the pedestal. It is a work with universal characteristics that can be seen in Buddhist statues in Gyeongsangnam-do since the 18th century, such as the form of storage, the shape of a square face, and the treatment of rituals."
228,Namhae Hwabangsa Chae Jin-Ru,"128-6 Hwabangsa-gil, Gohyeon-myeon, Namhae-gun, Gyeongsangnam-do",34.8645862,127.8629452,Cultural Heritage Material,Cultural Heritage Material No. 152,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"Chaejinru was designated as a cultural property for the first time in a painting studio.Hwabangsa Temple is located at the foot of Mt. Mangunsan in Daegok-ri. It was built by Master Wonhyo during the reign of King Munmu of Silla and called Yeonjuksa. Later, in 1636 (Injo 14), it was moved to its current location, expanded and built and called Hwabangsa. Chaejinru is a building facing Daeungjeon when entering the grounds through Iljumun. It was built by Daesa Gyewon in the 16th year of King Injo (1638). Since the middle of the first floor is empty, it seems that in the past, the entrance to the front yard of Daeungjeon was through this place. It is a two-story pavilion, with each floor having 5 kan in the front and 2 kan on the side, and the roof is decorated with a gabled roof that is shaped like a human when viewed from the side. The horror made to support the eaves of the roof is made in the shape of a bird's wing, showing the technique of the late Joseon Dynasty. It is an auditorium used for banquets and lectures, and the woodblock tombstone of Yi Chungmugong is kept here."
229,"Three-Story Stone Pagoda Of Sinheungsa Temple, Danghang","164 Duyang-ro, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7769234,127.8974845,Cultural Heritage Material,Cultural Heritage Material No. 43,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Female friendship, Male friendship Alone, Group",Y,,,"A Goryeo stone pagoda with elegant decorations on the stone pagoda.It is a three-story stone pagoda located on the old site of Sinheungsa Temple, and was located in a field 300m northwest from its current location. It is not known exactly when Sinheungsa Temple was built and closed, but there is a story that it was founded by Wonhyo, the Great Master of Silla. As the village entered the temple site, the tower was moved several times, but in 1957, the villagers moved it to the village hall. Each time it was moved, the stones in each part were lost or damaged. Currently, all of the base is gone, and the first-floor body stone of the pagoda, the 1st, 2nd, and 3rd-story roof stones, headdresses (Treasure cover: lid-shaped stones), and the wheel (treasure wheel: wagon wheel) Only shaped stones) remain. Elegant decorations are carved on the lower pagoda and the roof stone on each floor. The body dolls on the 2nd and 3rd floors of the tower were supplemented later. Judging from the morphology, it is presumed to be a stone pagoda from the Goryeo Dynasty."
230,Namhae Nangoksa Temple,"7-14 Naneum-ro 219beon-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.8006191,127.9749079,Cultural Heritage Material,Cultural Heritage Material No. 237,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Female friendship, Male friendship Alone",Y,,,"A shrine dedicated to Baek Yi-jeong, the founder of Neo-Confucianism.It is a shrine that enshrines the mortuary tablets of Lee Jae-Jeong, who researched and systematized Neo-Confucianism, and Lee Jae-Jeong, who was a scholar of the Goryeo Dynasty, and his first disciples, Lee Je-Hyeon, Chiam Park Chung-Jwa, and Hyang-Hyeon Nangye Lee Hee-Geup. Nangoksa Temple (ÕµÍÛÞæ) reconstructed Nangyesa Gunjajeong in 1925, which enshrined Nangye Lee Hee-geup, and is called Nangoksa Temple. Every year on March 10th of the lunar calendar, a local ritual is held by a local Yurim. The main hall, Nangoksa Temple, is 3 kan in the front and 2 kan in the side, and the roof has an octagonal roof that is eight-eight (ø¢)-shaped when viewed from the side. In addition, there are the recently built Oesammun and Dodongjae and Naesammun in the precincts. Anhyang was the first to introduce Neo-Confucianism to Korea, but Baek Yi-jeong was the person who studied Neo-Confucianism in earnest and established the system. Currently, it is held at Sinanwon in Nampo, Dotongsa in Chungju, and Nangoksa in Namhae. His poem is literature."
231,Namhae Still Stone Pagoda,"64-21 Tapdong-ro, Gohyeon-myeon, Namhae-gun, Gyeongsangnam-do",34.8972395,127.8727822,Cultural Heritage Material,Cultural Heritage Material No. 42,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"A tower to commemorate General Jeong Ji's Battle of Gwaneumpo.According to oral tradition, this pagoda was built by General Jeong Ji (ï÷ò¢) to commemorate the victory in the war by defeating the Japanese at Gwaneumpo. With the base end bearing fruit, a large natural stone was used as a support, and a pagoda was placed on it. The pagoda consists of 4 squares, 1 small round body stone, and 5 roof stones, stacked alternately layer by layer. In the case of the pavilion, the pavilion support is clumsy and the angle of the falling water surface is very gentle, but the front leg is relatively sharply reversed. These pagodas can be presumed to be of a multi-story pagoda. One of the topsine seems to have been engraved with the top and the lower base, which were popular in the Joseon Dynasty. Combining these contents, it cannot be said that the entire pagoda has its original form, but it is true that there was a stone pagoda, judging from the written records in the oral tradition and eupjipyeon. The size of the tower is 2.25m in height, and it has four towers, and the lower tiers are made of square horsestone."
232,"Namhae Geumsan Yeongreung Miracle Monument, Daehan Jungheung Gongdeok Construction Monument","691 Boriam-ro, Sangju-myeon, Namhae-gun, Gyeongsangnam-do",34.7520569,127.9824918,Cultural Heritage Material,Cultural Heritage Material No. 277,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"Lee Seong-gye was defended by the spirit of Geumsan Mountain God. It is a relic of the legend that King Taejo Lee Seong-gye was defended by the spirit of the mountain god while praying here. The location is under Sambulam Hermitage, which is directly across from the Boriam Pagoda. On May 11, 1903, the 7th year of Gwangmu (1903), the monument was written and constructed by Yoon Jeong-gu, the Godfather of Soongjeong, Uijeongbu, with the will of the king. The two monuments are erected side by side in the Seongeunjeon Hall, and each of them is engraved with ¡®Ñõú­ÐÞß£çÏëëÑºîçÝø¡¯¡®ÓÞùÛñéýéáëÓìõæá¡Ýø¡¯ on the front of the monument. Yun Jeong-gu, a proponent of the inscription, was a civil official of the late Joseon Dynasty and passed the examination at a separate time in the 12th year of King Gojong (1875), and later rose to the government office and went through various government posts. He appealed that Kim Yoon-sik and others should be sentenced to extreme punishment because they were involved in the Eulmi Incident, and at the funeral of Empress Myeongseong, Daishin-ri commanded the Empress Myeongseong funeral as a royal consort. In the year of Gwangmu, he was a close aide to King Gojong and served as a minister of various sub-muns belonging to the palace, mainly in charge of royal affairs."
233,Namhae Cheokhwabi,"27 Noryang-ro 183beon-gil, Seolcheon-myeon, Namhae-gun, Gyeongsangnam-do",34.9419198,127.875899,Cultural Heritage Material,Cultural Heritage Material No. 266,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone, Group",Y,,,"A symbol of Heungseon Daewongun's national isolation policy, who rejected foreign powers.Cheokhwabi is a monument erected by Heungseon Daewongun, who led Byeonginyangyo and Shinmiyangyo to victory, to reject Westerners and warn the people of their aggression. It is different from other Cheokhwabi by erecting the body on a low square pedestal and placing a roof stone on top. The content is ¡°åÇì¨öÕÛó, non-war, harmony and harmony, ÌüçîØ¿Ò´í­áÝ, Ü°ìÙíÂãôÚ±Ø¡¡± (Vision of Yang Yi Invasion Immediate Hwa-hwa Mae-guk Gye-oh Ten-Year Descendants Byeong-in Works), ¡°If you don¡¯t fight, the Western barbarians will invade. Let's reconcile, and to reconcile is to sell the country"" in large letters, and it is engraved on the left side in small letters saying, ""I admonish you in the last years of life. It was erected together in April 1871 (the 8th year of King Gojong), when the Cheokhwa Monument was erected at once. After Daewongun was kidnapped to the Russian legation, most of the monuments were removed due to exchanges with countries around the world. It remains and tells the historical significance contained in it. The first place to stand was at the entrance to Noryang Pier, but Hyangin relocated to the entrance of Seolcheon Middle School to preserve what was buried in indifference during the Japanese colonial period. In August 1998, it was moved from Namhae-gun and Namhae Cultural Center into a village close to the old site, and then relocated to the current location as the Namhae Chungnyeolsa sanctuary project was completed."
234,Namhae Mangunam Qianlong Eul Mission Same Type,"708 Namseo-daero 2240beon-gil, Namhae-eup, Namhae-gun, Gyeongsangnam-do",34.8515632,127.8580349,Cultural Heritage Material,Cultural Heritage Material No. 334,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone, Group",Y,,,"A copper bell produced at Hwabangsa Temple in Namhae in 1785.This bell is said to have been ringing at Mangunam from ancient times, and it is said that a high priest wrote a poem called ¡°Unammojong (ê£äÝÙºñ¤)¡± to the sound of this bell from the Hermitage of Gobong Peak. It is a bronze bell with a total height of about 52cm. It is a bronze bell with a total height of about 52cm, and the surface of the ceiling and life are not smooth and there are clear traces of trimming, but the damaged part is repaired and maintains its original shape well.The production period seems to be a late Joseon work influenced by the Chinese Buddhist bell due to the proportion of species, Yongyu, and the layout of Panjuegwonmun, but fortunately, it can be seen that it was produced in Namhae Hwabangsa in 1785, and it has academic value in studying Panjong in the Joseon Dynasty."
235,Namhae Yongmunsa Temple Cheonwanggak,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 150,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone, Group",Y,,,"A shrine dedicated to the Four Heavenly Kings who guard the Buddha's discipline.Yongmunsa Temple built Tamjindang and Jeokmukdang in the middle of the Joseon Dynasty, and the location of this place was good, so Bogwangsa and Daeungjeon in Geumsan were moved to the current location and the name of the temple was named Yongmunsa. Cheonwanggak at the entrance of the temple was built in the 28th year of King Sukjong of the Joseon Dynasty (1702). It is 3 kan in the front and 2 kan in the side, and the roof is a gabled roof in the shape of a human (ìÑ) when viewed from the side. Inside, the Four Heavenly Kings are enshrined. In other temples, they are in the shape of stepping on the devil, but the Four Heavenly Kings here are stepping on unclean yangbans or officials. The east is Jiguk Cheonwang, the south is Jeungjang Cheonwang, the west is Gwangmok Cheonwang, and in the north is Damun Cheonwang, which protects those who enter the temple with pipas, swords, dragons, and spears, and acts as a gatekeeper to prevent evil spirits from entering."
236,Namhae Gacheon Amsubawi Rock,"21 Nammyeon-ro 679beon-gil, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7275092,127.8940077,Folklore Heritage,Folklore Heritage No. 13,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone, Group",Y,,,"As a product of the journalist's faith, he plays the role of a guardian deity of the village.In Gacheon Village, which is located 100m north of the coast, a pair of male and female rocks stand 5m apart at the bottom of the field. In this place, it is called Maitreya Buddha, so it is also called Am Maitreya and Male Maitreya respectively. The female Maitreya has a height of 3.9m and a circumference of 2.3m. The female Maitreya is lying obliquely as if she was conceived and full-term. have. It is said that if women who have not had children pray under Sumireuk, they will have a child. It is said that this rock was discovered by an old man who appeared in a dream of Jo Gwang-jin in 1751 (the 27th year of King Yeongjo). Every year on the 23rd of the lunar calendar, a winter festival is held to pray for peace and prosperity in the village, and it is said that if you hang the first fish on a rock, you can catch a lot of fish and prevent accidents. It shows an example of folk beliefs that prayed for having many children and the prosperity of farming changed to the guardian deity of the entire village, and again led to the Maitreya Buddha of Buddhism."
237,The Great Wall Of The Namhae,"115 Sinjeon-ri, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7732903,127.9585064,Monument,Monument No. 154,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"The longest castle in Namhae-gun hidden in Geumsan Forest. Namhae Jangseong Fortress is 15km long (Hwagye-Samdong-myeon Daejipo) and is 1~2m high, 1.5m~2m wide, and is elaborately stacked with natural stones (30~50cm). It is believed to have been built at the end of Goryeo or early Joseon Dynasty and is now almost damaged, but the 8.7km sacred site in the forest remains and some remain in its original form. The built topographical form is linked to Seonggogaeseong Fortress (Seonghyeon), Gokpo Fortress, Gojinseong Fortress, and Pyeongsanseong Fortress, and a straight fortress is formed between Sujangpo and Daejipo, so it appears to be a castle for outer defense and had a military purpose. An inscription on Gwanbangseong Fortress, built behind Nangoksa Temple in Idong-myeon, said, ""Namhae is divided into east and west to block enemies, and the beginning and end of building a stone castle from Nanpo to Yucheon reached the beach...""There was Byeongseong Fortress in the north of the castle, Seonghyeonbo in the middle of the waist, and there was a place to report and be wary of smoke in the south of the reservoir.One side went into Daishinpo Beach, and the other into Sujangpo Beach, where the castle is located in the South Sea...It is recorded that """
238,"Saw-Leaf Zelkova Of Danghang-Ri, Namhae","1503-4 Danghang-ri, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7735329,127.8863995,Monument,Monument No. 199,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone, Group",Y,,,"A giant tree that is over 500 years old and has established itself as the head of the village.Zelkova is distributed in warm regions such as Korea, Japan, Taiwan, and China. Branches grow in all directions and appear round. Flowers bloom in May and fruits ripen in October in the shape of a disc. Because of its thick stems and long lifespan, it has been used as a pavilion tree that serves as a shelter or has been protected as a Dangsan tree that protects and protects the village. The Danghang-ri Zelkova tree growing in the middle of the field in front of the village is estimated to be about 500 years old and has a height of 19m and a circumference of 6m. It has been used as a meeting place and resting place for the village for many years, and the Dangsan Festival is held to pray for peace and prosperity in the village. The zelkova tree in Danghang-ri, Namhae has been designated as a monument due to its cultural value as a tree that has endured until now after many years of joy and sorrow."
239,Namhae Dajeongri Stone Tomb,"911-5 Dajeong-ri, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.8157879,127.9235501,Monument,Monument No. 62,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone, Group",Y,,,"A representative tomb of the Bronze Age, 108 were discovered in Namhae.As a representative tomb of the Bronze Age, it is also called a dolmen, and is mainly known as the tomb of the ruling class with economic or political power. Dolmen in Korea is divided into four types: a table type in which a stone room is made by erecting four supporting stones and a huge, flat cover stone is placed on it, and a checkerboard type in which a stone room is made in the ground, a small supporting stone is erected, and a large covering stone is placed on top of the cover stone. There are 11 dolmens along the rice paddybank of the field, approximately 3-4m apart. All are tiled in shape, and the size of the cover stones is 3m in length and 2m in width. The substructure provided in the ground is unknown, but it is presumed to be a box-shaped sarcophagus. Fragments of plain earthenware from the Bronze Age have been found around these ruins. In addition to these dolmens, dolmens are widely distributed throughout Nam-myeon, Pyeonghyeon-ri, and Shimcheon-ri in Namhae-gun, and they are evaluated as important data for studying the culture of the Bronze Age in this region."
240,Namhae Geumsan Bongsudae,"691 Boriam-ro, Sangju-myeon, Namhae-gun, Gyeongsangnam-do",34.7520569,127.9824918,Monument,Monument No. 87,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Lover, Female friendship, Male friendship Alone",Y,,,"A means of communication before the Joseon Dynasty using torches and smoke. Beacon Fire Station refers to an ancient means of communication that used torches and smoke to convey urgent news. Climbing a high mountain, setting off a fire, smoke during the day and lights at night. Geumsan Beacon Fire Station in Namhae, Sangju-myeon, Namhae-gun, Gyeongsangnam-do, is located at the top of Geumsan Mountain, 705m above sea level, and is said to have been installed during the reign of King Myeongjong of Goryeo. The original shape is relatively well preserved, with a circumference of 26m and a height of 4.5m. At that time, it played an important role as a starting point as it was located at the southernmost end of the five beacon routes across the country, which belonged to the route from Dongnae to Seoul. To the east, it was connected to Jinju via Beacon Fire Station in Daebang-ri, Changseon-myeon, to Suncheon Dolsando Island via Beacon Fire Station in Nam-myeon to the west, and to Wonsan Beacon Fire Station in Idong-myeon to the north. The beacon fire brigade was guarded by two five generals and about 10 Bongguns."
241,Namhae Sangjuri Stone Carving,"4-3 Yanga-ri, Sangju-myeon, Namhae-gun, Gyeongsangnam-do",34.7514586,127.9668402,Monument,Monument No. 6,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"It is a pictogram carved on the flat rock of Busoam Hermitage in Geumsan Mountain. It is also called ""Seobulgwacha,"" but the contents are unknown because it has not been decrypted so far. It is said that during the Qin Shi Huang Dynasty in China, Western Buddhas always visited Geumsan Mountain to enjoy hunting and left to leave their footsteps to posterity."
242,Namhae Seolhulsan Bongsudae,"237-1 Honghyeon-ri, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7342209,127.8993827,Monument,Monument No. 247,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"The east wall is intact, so you can grasp the structure of the beacon station during the Joseon Dynasty. The beacon station of Seolheulsan Mountain is built on the top of Seolheulsan Mountain "
243,Namhae Daebangsan Bongsudae,"75 Okcheon-ri, Changseon-myeon, Namhae-gun, Gyeongsangnam-do",34.858803,127.9856408,Monument,Monument No. 248,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"A relay station between the Geumsan beacon in Namhae and the Gaksan beacon in Jinju.It is located at the top of Daebangsan Mountain in Changseon-myeon. There are two routes up to Bongsudae: the east from Okcheon, the west from Sapo, and the north from Sangsin-ri. It is a relay station from the Geumsan beacon to the Gaksan beacon in Sacheon. On the map of Changseondo Island of Jinju Ranch, the corresponding relation of this beacon is placed at Geumsanbongsu and Jinju Gaksanbongsu in the South Sea. Daebangsan Bongsudae is 8.6m in height and 13.6m in circumference. According to literature records, it appears to have been built between 1455 and 1468. According to the records of the Annals of the Joseon Dynasty, the beacon of each branch and the beacon commanded by the military to be removed on May 9, 1895 (32nd year of King Gojong), it is certain that the Daebangsan beacon also disappeared at this time."
244,Namhae Imjinseong,"291 Sangga-ri, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7792458,127.8661239,Monument,Monument No. 20,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"Min Boseong built during the Japanese Invasion of Korea in 1592 But a castle from the Goryeo Dynasty Imjingseong Fortress is also called Minboseong Fortress, and it is named because it was built by the private, government, and military forces to prevent Japanese enemies during the Japanese Invasion of Korea in 1592. However, looking at the construction method, it seems to be from the Goryeo Dynasty. The shape was temoe-style, constructed with rectangular stacks of talc such as sandstone, granite, and Ansanam, and the gap was finished by inserting fine stones, and a castle tower was made with an oval fortress in the hill adjacent to Okpo, 80m point of 291 Sangga-ri, Nam-myeon. In the past, there were fortresses, watchtowers, watchtowers, towers, and seodang, but there are currently no facilities, and only fortresses, east gates, west gates, and well sites, which are 286m in circumference and 1-6m in height, remain. There are traces of a moat outside the wall. In the early Joseon Dynasty, Japanese invasion was expected, so officials were dispatched to protect it, but since the mid-16th century, it has been used as a place for residents to evacuate in case of emergency. The 173m between the southern east gate site and the west gate site of the existing fortress wall has recently undergone renovation. In 2014, through an excavation survey inside the castle, rouge and building sites corresponding to the Unified Silla Period were identified."
245,"Daeguksanseong Fortress, Namhae","184 Jinmok-ri, Seolcheon-myeon, Namhae-gun, Gyeongsangnam-do",34.8939525,127.9188497,Monument,Monument No. 19,055-860-8631,"Spring, Summer, Autumn, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"An old castle presumed to have been built during the Unified Silla period.The circumference of Daeguksanseong Fortress is 1.5km, the height of the fortress wall is 5~6m, and the width of the upper part is 2.4m. chopped There are traces of a square tower (a high tower erected to monitor the enemy's sympathy) around the fortress wall. In the center of the castle, there is a building site and a pond site, and there is a ritual site with a legend between a general with a surname of Cheon and the seven fairies. It seems that there were gates to the southeast and north of the fortress, and the southeast gate is presumed to be the main gate. According to ¡ºDongguk Yeojiseungram¡», Gohyeonsanseong is located at 17 ri north of the prefecture. (3m)' is recorded, and Gohyeonsanseong Fortress is considered to be Daeguksanseong Fortress. Daeguksan Fortress, which is presumed to have been built during the Unified Silla period, is presumed to be an eupseong that protected the old Namhae-hyeon that was nearby. Various kinds of earthenware and tile sculptures have been found inside the castle, and the castle is in very good condition and has become an important material for academic awards."
246,Namhae Jukjeon Bija Tree,"48-6 Duyang-ro 312beon-gil, Nam-myeon, Namhae-gun, Gyeongsangnam-do",34.7769211,127.8848543,Monument,Monument No. 200,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Alone",Y,,,"The oldest tree in the South Sea. VISA trees grow south of Naejangsan Mountain in Korea and in Japan. It is widely used for ornamental purposes due to its beautiful shape, and the fruit is used for anthelmintics, constipation treatment, and oil squeezing. The Bija Tree of Jukjeon, located between Angil and Sam, a village in Jukjeon Village, Nam-myeon, is known as the oldest tree in the South Sea over 600 years old. In 1970, roots and branches were cut off when the village was built through the Saemaul Project. There is a spring under the road, and the roots rise out of the ground next to the mud wall between the road and the spring, and it is magnificent. The valley under the shade of the tree is a resting place and is used as a meeting place in this village. Jukjeon Village is a village that established a foundation for self-sufficiency through agriculture when Cheongju Han Clan moved and began to live after the Japanese Invasion of Korea in 1592. The Namhae Jukjeon VISA Tree is the oldest VISA tree in Namhae-gun and is designated as a monument and protected and preserved."
